2023-05-22 08:39: Experiment log path in: C:\旧电脑文件\毕业相关\第二个模型\TATCN\TARGCN\model\experiments\PEMSD4\20230522083953
2023-05-22 09:43: Train Epoch 167: 0/317 Loss: 16.452780
2023-05-22 09:43: Train Epoch 167: 20/317 Loss: 17.536894
2023-05-22 09:43: Train Epoch 167: 40/317 Loss: 19.030825
2023-05-22 09:43: Train Epoch 167: 60/317 Loss: 16.022123
2023-05-22 09:43: Train Epoch 167: 80/317 Loss: 18.422308
2023-05-22 09:43: Train Epoch 167: 100/317 Loss: 17.228209
2023-05-22 09:43: Train Epoch 167: 120/317 Loss: 19.889252
2023-05-22 09:44: Train Epoch 167: 140/317 Loss: 16.878559
2023-05-22 09:44: Train Epoch 167: 160/317 Loss: 15.925804
2023-05-22 09:44: Train Epoch 167: 180/317 Loss: 18.174673
2023-05-22 09:44: Train Epoch 167: 200/317 Loss: 16.935249
2023-05-22 09:44: Train Epoch 167: 220/317 Loss: 17.861620
2023-05-22 09:44: Train Epoch 167: 240/317 Loss: 16.136560
2023-05-22 09:44: Train Epoch 167: 260/317 Loss: 16.752142
2023-05-22 09:44: Train Epoch 167: 280/317 Loss: 17.186598
2023-05-22 09:44: Train Epoch 167: 300/317 Loss: 17.469812
2023-05-22 09:44: **********Train Epoch 167: averaged Loss: 17.575507, tf_ratio: 1.000000
2023-05-22 09:44: **********Val Epoch 167: average Loss: 19.700334
2023-05-22 09:44: Train Epoch 168: 0/317 Loss: 17.740501
2023-05-22 09:44: Train Epoch 168: 20/317 Loss: 18.173410
2023-05-22 09:45: Train Epoch 168: 40/317 Loss: 18.217346
2023-05-22 09:45: Train Epoch 168: 60/317 Loss: 16.972380
2023-05-22 09:45: Train Epoch 168: 80/317 Loss: 17.774302
2023-05-22 09:45: Train Epoch 168: 100/317 Loss: 18.659740
2023-05-22 09:45: Train Epoch 168: 120/317 Loss: 19.140673
2023-05-22 09:45: Train Epoch 168: 140/317 Loss: 20.444607
2023-05-22 09:45: Train Epoch 168: 160/317 Loss: 18.836571
2023-05-22 09:45: Train Epoch 168: 180/317 Loss: 16.262259
2023-05-22 09:45: Train Epoch 168: 200/317 Loss: 16.340353
2023-05-22 09:45: Train Epoch 168: 220/317 Loss: 18.189049
2023-05-22 09:45: Train Epoch 168: 240/317 Loss: 18.011292
2023-05-22 09:45: Train Epoch 168: 260/317 Loss: 20.327934
2023-05-22 09:46: Train Epoch 168: 280/317 Loss: 15.472148
2023-05-22 09:46: Train Epoch 168: 300/317 Loss: 19.171085
2023-05-22 09:46: **********Train Epoch 168: averaged Loss: 17.658213, tf_ratio: 1.000000
2023-05-22 09:46: **********Val Epoch 168: average Loss: 19.609809
2023-05-22 09:46: Train Epoch 169: 0/317 Loss: 18.185354
2023-05-22 09:46: Train Epoch 169: 20/317 Loss: 18.001764
2023-05-22 09:46: Train Epoch 169: 40/317 Loss: 18.245014
2023-05-22 09:46: Train Epoch 169: 60/317 Loss: 17.582455
2023-05-22 09:46: Train Epoch 169: 80/317 Loss: 16.664717
2023-05-22 09:46: Train Epoch 169: 100/317 Loss: 18.073042
2023-05-22 09:46: Train Epoch 169: 120/317 Loss: 18.540226
2023-05-22 09:47: Train Epoch 169: 140/317 Loss: 19.115204
2023-05-22 09:47: Train Epoch 169: 160/317 Loss: 17.695026
2023-05-22 09:47: Train Epoch 169: 180/317 Loss: 16.593182
2023-05-22 09:47: Train Epoch 169: 200/317 Loss: 17.056974
2023-05-22 09:47: Train Epoch 169: 220/317 Loss: 14.941009
2023-05-22 09:47: Train Epoch 169: 240/317 Loss: 17.220734
2023-05-22 09:47: Train Epoch 169: 260/317 Loss: 17.365906
2023-05-22 09:47: Train Epoch 169: 280/317 Loss: 16.798429
2023-05-22 09:47: Train Epoch 169: 300/317 Loss: 17.628038
2023-05-22 09:47: **********Train Epoch 169: averaged Loss: 17.514841, tf_ratio: 1.000000
2023-05-22 09:47: **********Val Epoch 169: average Loss: 20.413511
2023-05-22 09:47: Train Epoch 170: 0/317 Loss: 18.968155
2023-05-22 09:47: Train Epoch 170: 20/317 Loss: 17.287931
2023-05-22 09:48: Train Epoch 170: 40/317 Loss: 18.760273
2023-05-22 09:48: Train Epoch 170: 60/317 Loss: 15.968445
2023-05-22 09:48: Train Epoch 170: 80/317 Loss: 17.313929
2023-05-22 09:48: Train Epoch 170: 100/317 Loss: 16.193829
2023-05-22 09:48: Train Epoch 170: 120/317 Loss: 18.264727
2023-05-22 09:48: Train Epoch 170: 140/317 Loss: 17.840590
2023-05-22 09:48: Train Epoch 170: 160/317 Loss: 17.846605
2023-05-22 09:48: Train Epoch 170: 180/317 Loss: 16.100246
2023-05-22 09:48: Train Epoch 170: 200/317 Loss: 17.832294
2023-05-22 09:48: Train Epoch 170: 220/317 Loss: 18.547113
2023-05-22 09:48: Train Epoch 170: 240/317 Loss: 17.402752
2023-05-22 09:48: Train Epoch 170: 260/317 Loss: 15.601756
2023-05-22 09:49: Train Epoch 170: 280/317 Loss: 18.218643
2023-05-22 09:49: Train Epoch 170: 300/317 Loss: 17.146919
2023-05-22 09:49: **********Train Epoch 170: averaged Loss: 17.429774, tf_ratio: 1.000000
2023-05-22 09:49: **********Val Epoch 170: average Loss: 20.701274
2023-05-22 09:49: Train Epoch 171: 0/317 Loss: 14.265675
2023-05-22 09:49: Train Epoch 171: 20/317 Loss: 18.355839
2023-05-22 09:49: Train Epoch 171: 40/317 Loss: 19.058659
2023-05-22 09:49: Train Epoch 171: 60/317 Loss: 19.941307
2023-05-22 09:49: Train Epoch 171: 80/317 Loss: 18.292105
2023-05-22 09:49: Train Epoch 171: 100/317 Loss: 17.412178
2023-05-22 09:49: Train Epoch 171: 120/317 Loss: 18.951925
2023-05-22 09:49: Train Epoch 171: 140/317 Loss: 19.679966
2023-05-22 09:49: Train Epoch 171: 160/317 Loss: 19.229786
2023-05-22 09:50: Train Epoch 171: 180/317 Loss: 18.805099
2023-05-22 09:50: Train Epoch 171: 200/317 Loss: 17.357807
2023-05-22 09:50: Train Epoch 171: 220/317 Loss: 17.128422
2023-05-22 09:50: Train Epoch 171: 240/317 Loss: 18.340248
2023-05-22 09:50: Train Epoch 171: 260/317 Loss: 20.489519
2023-05-22 09:50: Train Epoch 171: 280/317 Loss: 15.668305
2023-05-22 09:50: Train Epoch 171: 300/317 Loss: 16.147736
2023-05-22 09:50: **********Train Epoch 171: averaged Loss: 17.493605, tf_ratio: 1.000000
2023-05-22 09:50: **********Val Epoch 171: average Loss: 20.312528
2023-05-22 09:50: Train Epoch 172: 0/317 Loss: 17.099640
2023-05-22 09:50: Train Epoch 172: 20/317 Loss: 16.760830
2023-05-22 09:50: Train Epoch 172: 40/317 Loss: 17.809620
2023-05-22 09:51: Train Epoch 172: 60/317 Loss: 15.904248
2023-05-22 09:51: Train Epoch 172: 80/317 Loss: 14.217143
2023-05-22 09:51: Train Epoch 172: 100/317 Loss: 18.307571
2023-05-22 09:51: Train Epoch 172: 120/317 Loss: 16.569206
2023-05-22 09:51: Train Epoch 172: 140/317 Loss: 18.286180
2023-05-22 09:51: Train Epoch 172: 160/317 Loss: 15.710917
2023-05-22 09:51: Train Epoch 172: 180/317 Loss: 17.978195
2023-05-22 09:51: Train Epoch 172: 200/317 Loss: 17.466774
2023-05-22 09:51: Train Epoch 172: 220/317 Loss: 17.812464
2023-05-22 09:51: Train Epoch 172: 240/317 Loss: 16.683893
2023-05-22 09:51: Train Epoch 172: 260/317 Loss: 13.781581
2023-05-22 09:51: Train Epoch 172: 280/317 Loss: 18.374090
2023-05-22 09:52: Train Epoch 172: 300/317 Loss: 19.373308
2023-05-22 09:52: **********Train Epoch 172: averaged Loss: 17.476134, tf_ratio: 1.000000
2023-05-22 09:52: **********Val Epoch 172: average Loss: 20.011326
2023-05-22 09:52: Train Epoch 173: 0/317 Loss: 18.049314
2023-05-22 09:52: Train Epoch 173: 20/317 Loss: 16.989010
2023-05-22 09:52: Train Epoch 173: 40/317 Loss: 18.625322
2023-05-22 09:52: Train Epoch 173: 60/317 Loss: 18.363926
2023-05-22 09:52: Train Epoch 173: 80/317 Loss: 17.862642
2023-05-22 09:52: Train Epoch 173: 100/317 Loss: 16.367849
2023-05-22 09:52: Train Epoch 173: 120/317 Loss: 17.224976
2023-05-22 09:52: Train Epoch 173: 140/317 Loss: 16.470150
2023-05-22 09:52: Train Epoch 173: 160/317 Loss: 18.437061
2023-05-22 09:53: Train Epoch 173: 180/317 Loss: 16.278231
2023-05-22 09:53: Train Epoch 173: 200/317 Loss: 17.508280
2023-05-22 09:53: Train Epoch 173: 220/317 Loss: 18.292530
2023-05-22 09:53: Train Epoch 173: 240/317 Loss: 17.960213
2023-05-22 09:53: Train Epoch 173: 260/317 Loss: 16.603333
2023-05-22 09:53: Train Epoch 173: 280/317 Loss: 18.905981
2023-05-22 09:53: Train Epoch 173: 300/317 Loss: 16.817173
2023-05-22 09:53: **********Train Epoch 173: averaged Loss: 17.440092, tf_ratio: 1.000000
2023-05-22 09:53: **********Val Epoch 173: average Loss: 20.452669
2023-05-22 09:53: Train Epoch 174: 0/317 Loss: 20.399563
2023-05-22 09:53: Train Epoch 174: 20/317 Loss: 17.147812
2023-05-22 09:53: Train Epoch 174: 40/317 Loss: 17.648596
2023-05-22 09:54: Train Epoch 174: 60/317 Loss: 15.502013
2023-05-22 09:54: Train Epoch 174: 80/317 Loss: 16.459362
2023-05-22 09:54: Train Epoch 174: 100/317 Loss: 17.257685
2023-05-22 09:54: Train Epoch 174: 120/317 Loss: 14.654402
2023-05-22 09:54: Train Epoch 174: 140/317 Loss: 16.129539
2023-05-22 09:54: Train Epoch 174: 160/317 Loss: 18.657207
2023-05-22 09:54: Train Epoch 174: 180/317 Loss: 17.546259
2023-05-22 09:54: Train Epoch 174: 200/317 Loss: 19.662062
2023-05-22 09:54: Train Epoch 174: 220/317 Loss: 17.287819
2023-05-22 09:54: Train Epoch 174: 240/317 Loss: 15.237762
2023-05-22 09:54: Train Epoch 174: 260/317 Loss: 18.325293
2023-05-22 09:54: Train Epoch 174: 280/317 Loss: 16.322895
2023-05-22 09:55: Train Epoch 174: 300/317 Loss: 18.089005
2023-05-22 09:55: **********Train Epoch 174: averaged Loss: 17.505004, tf_ratio: 1.000000
2023-05-22 09:55: **********Val Epoch 174: average Loss: 19.788099
2023-05-22 09:55: Train Epoch 175: 0/317 Loss: 18.866476
2023-05-22 09:55: Train Epoch 175: 20/317 Loss: 18.187492
2023-05-22 09:55: Train Epoch 175: 40/317 Loss: 16.600409
2023-05-22 09:55: Train Epoch 175: 60/317 Loss: 18.917723
2023-05-22 09:55: Train Epoch 175: 80/317 Loss: 16.503368
