2023-05-21 18:39: Experiment log path in: C:\旧电脑文件\毕业相关\第二个模型\TATCN\TARGCN\model\experiments\PEMSD4\20230521183948
2023-05-21 20:54: Train Epoch 85: 300/317 Loss: 17.941395
2023-05-21 20:54: **********Train Epoch 85: averaged Loss: 18.817892, tf_ratio: 1.000000
2023-05-21 20:54: **********Val Epoch 85: average Loss: 19.994167
2023-05-21 20:54: Train Epoch 86: 0/317 Loss: 17.640755
2023-05-21 20:54: Train Epoch 86: 20/317 Loss: 19.879433
2023-05-21 20:54: Train Epoch 86: 40/317 Loss: 18.928520
2023-05-21 20:54: Train Epoch 86: 60/317 Loss: 18.332413
2023-05-21 20:54: Train Epoch 86: 80/317 Loss: 17.977573
2023-05-21 20:55: Train Epoch 86: 100/317 Loss: 17.630726
2023-05-21 20:55: Train Epoch 86: 120/317 Loss: 20.558121
2023-05-21 20:55: Train Epoch 86: 140/317 Loss: 15.198578
2023-05-21 20:55: Train Epoch 86: 160/317 Loss: 18.430918
2023-05-21 20:55: Train Epoch 86: 180/317 Loss: 19.046007
2023-05-21 20:55: Train Epoch 86: 200/317 Loss: 18.970301
2023-05-21 20:55: Train Epoch 86: 220/317 Loss: 18.432810
2023-05-21 20:55: Train Epoch 86: 240/317 Loss: 18.912136
2023-05-21 20:55: Train Epoch 86: 260/317 Loss: 16.309126
2023-05-21 20:55: Train Epoch 86: 280/317 Loss: 18.296032
2023-05-21 20:56: Train Epoch 86: 300/317 Loss: 18.881912
2023-05-21 20:56: **********Train Epoch 86: averaged Loss: 18.749859, tf_ratio: 1.000000
2023-05-21 20:56: **********Val Epoch 86: average Loss: 20.252090
2023-05-21 20:56: Train Epoch 87: 0/317 Loss: 18.061827
2023-05-21 20:56: Train Epoch 87: 20/317 Loss: 22.197639
2023-05-21 20:56: Train Epoch 87: 40/317 Loss: 17.738102
2023-05-21 20:56: Train Epoch 87: 60/317 Loss: 20.575829
2023-05-21 20:56: Train Epoch 87: 80/317 Loss: 18.638454
2023-05-21 20:56: Train Epoch 87: 100/317 Loss: 19.318977
2023-05-21 20:56: Train Epoch 87: 120/317 Loss: 17.184923
2023-05-21 20:56: Train Epoch 87: 140/317 Loss: 19.744171
2023-05-21 20:57: Train Epoch 87: 160/317 Loss: 16.856644
2023-05-21 20:57: Train Epoch 87: 180/317 Loss: 18.719543
2023-05-21 20:57: Train Epoch 87: 200/317 Loss: 18.757627
2023-05-21 20:57: Train Epoch 87: 220/317 Loss: 18.284983
2023-05-21 20:57: Train Epoch 87: 240/317 Loss: 16.184834
2023-05-21 20:57: Train Epoch 87: 260/317 Loss: 18.387899
2023-05-21 20:57: Train Epoch 87: 280/317 Loss: 20.098726
2023-05-21 20:57: Train Epoch 87: 300/317 Loss: 20.815760
2023-05-21 20:57: **********Train Epoch 87: averaged Loss: 18.759208, tf_ratio: 1.000000
2023-05-21 20:57: **********Val Epoch 87: average Loss: 19.708134
2023-05-21 20:57: ******Current best model saved:model_para/PEMSD4/epoch_87.pth!
2023-05-21 20:57: Train Epoch 88: 0/317 Loss: 19.449528
2023-05-21 20:58: Train Epoch 88: 20/317 Loss: 17.209429
2023-05-21 20:58: Train Epoch 88: 40/317 Loss: 20.048492
2023-05-21 20:58: Train Epoch 88: 60/317 Loss: 20.873966
2023-05-21 20:58: Train Epoch 88: 80/317 Loss: 21.154343
2023-05-21 20:58: Train Epoch 88: 100/317 Loss: 18.640940
2023-05-21 20:58: Train Epoch 88: 120/317 Loss: 19.730627
2023-05-21 20:58: Train Epoch 88: 140/317 Loss: 17.689651
2023-05-21 20:58: Train Epoch 88: 160/317 Loss: 17.733009
2023-05-21 20:58: Train Epoch 88: 180/317 Loss: 18.583679
2023-05-21 20:58: Train Epoch 88: 200/317 Loss: 19.118553
2023-05-21 20:59: Train Epoch 88: 220/317 Loss: 17.344671
2023-05-21 20:59: Train Epoch 88: 240/317 Loss: 21.143679
2023-05-21 20:59: Train Epoch 88: 260/317 Loss: 21.559074
2023-05-21 20:59: Train Epoch 88: 280/317 Loss: 18.278299
2023-05-21 20:59: Train Epoch 88: 300/317 Loss: 18.812046
2023-05-21 20:59: **********Train Epoch 88: averaged Loss: 18.669658, tf_ratio: 1.000000
2023-05-21 20:59: **********Val Epoch 88: average Loss: 19.749919
2023-05-21 20:59: Train Epoch 89: 0/317 Loss: 19.454048
2023-05-21 20:59: Train Epoch 89: 20/317 Loss: 20.390566
2023-05-21 20:59: Train Epoch 89: 40/317 Loss: 17.307398
2023-05-21 20:59: Train Epoch 89: 60/317 Loss: 16.707596
2023-05-21 21:00: Train Epoch 89: 80/317 Loss: 17.891571
2023-05-21 21:00: Train Epoch 89: 100/317 Loss: 17.304504
2023-05-21 21:00: Train Epoch 89: 120/317 Loss: 19.205862
2023-05-21 21:00: Train Epoch 89: 140/317 Loss: 17.577162
2023-05-21 21:00: Train Epoch 89: 160/317 Loss: 16.476021
2023-05-21 21:00: Train Epoch 89: 180/317 Loss: 19.880165
2023-05-21 21:00: Train Epoch 89: 200/317 Loss: 18.855181
2023-05-21 21:00: Train Epoch 89: 220/317 Loss: 18.075933
2023-05-21 21:00: Train Epoch 89: 240/317 Loss: 17.510265
2023-05-21 21:00: Train Epoch 89: 260/317 Loss: 18.110291
2023-05-21 21:00: Train Epoch 89: 280/317 Loss: 17.415625
2023-05-21 21:01: Train Epoch 89: 300/317 Loss: 19.795002
2023-05-21 21:01: **********Train Epoch 89: averaged Loss: 18.637883, tf_ratio: 1.000000
2023-05-21 21:01: **********Val Epoch 89: average Loss: 19.770784
2023-05-21 21:01: Train Epoch 90: 0/317 Loss: 19.419250
2023-05-21 21:01: Train Epoch 90: 20/317 Loss: 19.702969
2023-05-21 21:01: Train Epoch 90: 40/317 Loss: 20.086927
2023-05-21 21:01: Train Epoch 90: 60/317 Loss: 17.712774
2023-05-21 21:01: Train Epoch 90: 80/317 Loss: 17.138823
2023-05-21 21:01: Train Epoch 90: 100/317 Loss: 17.248783
2023-05-21 21:01: Train Epoch 90: 120/317 Loss: 20.660963
2023-05-21 21:01: Train Epoch 90: 140/317 Loss: 16.521606
2023-05-21 21:02: Train Epoch 90: 160/317 Loss: 19.120356
2023-05-21 21:02: Train Epoch 90: 180/317 Loss: 18.078634
2023-05-21 21:02: Train Epoch 90: 200/317 Loss: 16.494665
2023-05-21 21:02: Train Epoch 90: 220/317 Loss: 20.086309
2023-05-21 21:02: Train Epoch 90: 240/317 Loss: 17.571152
2023-05-21 21:02: Train Epoch 90: 260/317 Loss: 19.133696
2023-05-21 21:02: Train Epoch 90: 280/317 Loss: 19.619556
2023-05-21 21:02: Train Epoch 90: 300/317 Loss: 16.344898
2023-05-21 21:02: **********Train Epoch 90: averaged Loss: 18.664608, tf_ratio: 1.000000
2023-05-21 21:03: **********Val Epoch 90: average Loss: 19.599485
2023-05-21 21:03: ******Current best model saved:model_para/PEMSD4/epoch_90.pth!
2023-05-21 21:03: Train Epoch 91: 0/317 Loss: 19.504869
2023-05-21 21:03: Train Epoch 91: 20/317 Loss: 18.435625
2023-05-21 21:03: Train Epoch 91: 40/317 Loss: 19.554281
2023-05-21 21:03: Train Epoch 91: 60/317 Loss: 20.221069
2023-05-21 21:03: Train Epoch 91: 80/317 Loss: 21.236555
2023-05-21 21:03: Train Epoch 91: 100/317 Loss: 18.955051
2023-05-21 21:03: Train Epoch 91: 120/317 Loss: 19.819260
2023-05-21 21:03: Train Epoch 91: 140/317 Loss: 17.964813
2023-05-21 21:03: Train Epoch 91: 160/317 Loss: 17.274946
2023-05-21 21:03: Train Epoch 91: 180/317 Loss: 15.289812
2023-05-21 21:04: Train Epoch 91: 200/317 Loss: 18.687031
2023-05-21 21:04: Train Epoch 91: 220/317 Loss: 16.158981
2023-05-21 21:04: Train Epoch 91: 240/317 Loss: 19.397366
2023-05-21 21:04: Train Epoch 91: 260/317 Loss: 21.189838
2023-05-21 21:04: Train Epoch 91: 280/317 Loss: 19.493757
2023-05-21 21:04: Train Epoch 91: 300/317 Loss: 19.452557
2023-05-21 21:04: **********Train Epoch 91: averaged Loss: 18.695332, tf_ratio: 1.000000
2023-05-21 21:04: **********Val Epoch 91: average Loss: 20.037708
2023-05-21 21:04: Train Epoch 92: 0/317 Loss: 16.426510
2023-05-21 21:04: Train Epoch 92: 20/317 Loss: 15.902882
2023-05-21 21:04: Train Epoch 92: 40/317 Loss: 19.754419
2023-05-21 21:04: Train Epoch 92: 60/317 Loss: 19.384228
2023-05-21 21:05: Train Epoch 92: 80/317 Loss: 17.858599
2023-05-21 21:05: Train Epoch 92: 100/317 Loss: 18.475773
2023-05-21 21:05: Train Epoch 92: 120/317 Loss: 16.691776
2023-05-21 21:05: Train Epoch 92: 140/317 Loss: 20.080654
2023-05-21 21:05: Train Epoch 92: 160/317 Loss: 18.099098
2023-05-21 21:05: Train Epoch 92: 180/317 Loss: 20.983232
2023-05-21 21:05: Train Epoch 92: 200/317 Loss: 19.803759
2023-05-21 21:05: Train Epoch 92: 220/317 Loss: 19.118687
2023-05-21 21:05: Train Epoch 92: 240/317 Loss: 20.591702
2023-05-21 21:05: Train Epoch 92: 260/317 Loss: 16.064968
2023-05-21 21:05: Train Epoch 92: 280/317 Loss: 21.235220
2023-05-21 21:06: Train Epoch 92: 300/317 Loss: 18.499542
2023-05-21 21:06: **********Train Epoch 92: averaged Loss: 18.639969, tf_ratio: 1.000000
2023-05-21 21:06: **********Val Epoch 92: average Loss: 20.044612
2023-05-21 21:06: Train Epoch 93: 0/317 Loss: 19.246323
2023-05-21 21:06: Train Epoch 93: 20/317 Loss: 17.557743
2023-05-21 21:06: Train Epoch 93: 40/317 Loss: 18.297649
2023-05-21 21:06: Train Epoch 93: 60/317 Loss: 17.867468
2023-05-21 21:06: Train Epoch 93: 80/317 Loss: 19.379400
2023-05-21 21:06: Train Epoch 93: 100/317 Loss: 18.313353
2023-05-21 21:06: Train Epoch 93: 120/317 Loss: 21.311983
2023-05-21 21:07: Train Epoch 93: 140/317 Loss: 19.314743
2023-05-21 21:07: Train Epoch 93: 160/317 Loss: 20.244728
2023-05-21 21:07: Train Epoch 93: 180/317 Loss: 19.277229
2023-05-21 21:07: Train Epoch 93: 200/317 Loss: 14.757505
2023-05-21 21:07: Train Epoch 93: 220/317 Loss: 17.479303
2023-05-21 21:07: Train Epoch 93: 240/317 Loss: 17.494848
2023-05-21 21:07: Train Epoch 93: 260/317 Loss: 17.608238
2023-05-21 21:07: Train Epoch 93: 280/317 Loss: 21.077986
2023-05-21 21:07: Train Epoch 93: 300/317 Loss: 19.516733
2023-05-21 21:07: **********Train Epoch 93: averaged Loss: 18.592167, tf_ratio: 1.000000
2023-05-21 21:08: **********Val Epoch 93: average Loss: 19.869570
2023-05-21 21:08: Train Epoch 94: 0/317 Loss: 16.620966
2023-05-21 21:08: Train Epoch 94: 20/317 Loss: 17.002869
2023-05-21 21:08: Train Epoch 94: 40/317 Loss: 18.509035
2023-05-21 21:08: Train Epoch 94: 60/317 Loss: 17.773514
2023-05-21 21:08: Train Epoch 94: 80/317 Loss: 17.015072
2023-05-21 21:08: Train Epoch 94: 100/317 Loss: 18.193272
2023-05-21 21:08: Train Epoch 94: 120/317 Loss: 16.990940
2023-05-21 21:08: Train Epoch 94: 140/317 Loss: 18.548513
2023-05-21 21:08: Train Epoch 94: 160/317 Loss: 18.874613
2023-05-21 21:08: Train Epoch 94: 180/317 Loss: 17.757940
2023-05-21 21:08: Train Epoch 94: 200/317 Loss: 18.909328
2023-05-21 21:09: Train Epoch 94: 220/317 Loss: 19.173233
2023-05-21 21:09: Train Epoch 94: 240/317 Loss: 17.165442
2023-05-21 21:09: Train Epoch 94: 260/317 Loss: 17.401575
2023-05-21 21:09: Train Epoch 94: 280/317 Loss: 19.697884
2023-05-21 21:09: Train Epoch 94: 300/317 Loss: 18.551991
2023-05-21 21:09: **********Train Epoch 94: averaged Loss: 18.503788, tf_ratio: 1.000000
2023-05-21 21:09: **********Val Epoch 94: average Loss: 19.590030
2023-05-21 21:09: ******Current best model saved:model_para/PEMSD4/epoch_94.pth!
2023-05-21 21:09: Train Epoch 95: 0/317 Loss: 17.866856
2023-05-21 21:09: Train Epoch 95: 20/317 Loss: 18.926264
2023-05-21 21:09: Train Epoch 95: 40/317 Loss: 19.442057
2023-05-21 21:09: Train Epoch 95: 60/317 Loss: 17.410398
2023-05-21 21:10: Train Epoch 95: 80/317 Loss: 20.010757
2023-05-21 21:10: Train Epoch 95: 100/317 Loss: 19.576200
2023-05-21 21:10: Train Epoch 95: 120/317 Loss: 23.757673
2023-05-21 21:10: Train Epoch 95: 140/317 Loss: 18.584578
2023-05-21 21:10: Train Epoch 95: 160/317 Loss: 21.375963
2023-05-21 21:10: Train Epoch 95: 180/317 Loss: 16.385010
2023-05-21 21:10: Train Epoch 95: 200/317 Loss: 19.224932
2023-05-21 21:10: Train Epoch 95: 220/317 Loss: 17.365751
2023-05-21 21:10: Train Epoch 95: 240/317 Loss: 16.713968
2023-05-21 21:10: Train Epoch 95: 260/317 Loss: 16.391188
2023-05-21 21:11: Train Epoch 95: 280/317 Loss: 17.588261
2023-05-21 21:11: Train Epoch 95: 300/317 Loss: 19.512915
2023-05-21 21:11: **********Train Epoch 95: averaged Loss: 18.624477, tf_ratio: 1.000000
2023-05-21 21:11: **********Val Epoch 95: average Loss: 19.711872
2023-05-21 21:11: Train Epoch 96: 0/317 Loss: 19.091661
2023-05-21 21:11: Train Epoch 96: 20/317 Loss: 16.966263
2023-05-21 21:11: Train Epoch 96: 40/317 Loss: 18.265816
2023-05-21 21:11: Train Epoch 96: 60/317 Loss: 18.775980
2023-05-21 21:11: Train Epoch 96: 80/317 Loss: 18.065598
2023-05-21 21:11: Train Epoch 96: 100/317 Loss: 17.493574
2023-05-21 21:11: Train Epoch 96: 120/317 Loss: 17.926037
2023-05-21 21:12: Train Epoch 96: 140/317 Loss: 18.812967
2023-05-21 21:12: Train Epoch 96: 160/317 Loss: 18.361090
2023-05-21 21:12: Train Epoch 96: 180/317 Loss: 19.219395
2023-05-21 21:12: Train Epoch 96: 200/317 Loss: 19.020035
2023-05-21 21:12: Train Epoch 96: 220/317 Loss: 17.054295
2023-05-21 21:12: Train Epoch 96: 240/317 Loss: 19.165695
2023-05-21 21:12: Train Epoch 96: 260/317 Loss: 19.249514
2023-05-21 21:12: Train Epoch 96: 280/317 Loss: 18.346418
2023-05-21 21:12: Train Epoch 96: 300/317 Loss: 16.646173
2023-05-21 21:12: **********Train Epoch 96: averaged Loss: 18.475440, tf_ratio: 1.000000
2023-05-21 21:13: **********Val Epoch 96: average Loss: 19.837411
2023-05-21 21:13: Train Epoch 97: 0/317 Loss: 17.833801
2023-05-21 21:13: Train Epoch 97: 20/317 Loss: 17.128637
2023-05-21 21:13: Train Epoch 97: 40/317 Loss: 18.178246
2023-05-21 21:13: Train Epoch 97: 60/317 Loss: 18.603697
2023-05-21 21:13: Train Epoch 97: 80/317 Loss: 17.758570
2023-05-21 21:13: Train Epoch 97: 100/317 Loss: 17.579041
2023-05-21 21:13: Train Epoch 97: 120/317 Loss: 21.154638
2023-05-21 21:13: Train Epoch 97: 140/317 Loss: 17.759836
2023-05-21 21:13: Train Epoch 97: 160/317 Loss: 17.727730
2023-05-21 21:13: Train Epoch 97: 180/317 Loss: 18.686998
2023-05-21 21:14: Train Epoch 97: 200/317 Loss: 18.343513
2023-05-21 21:14: Train Epoch 97: 220/317 Loss: 19.633911
2023-05-21 21:14: Train Epoch 97: 240/317 Loss: 18.354654
2023-05-21 21:14: Train Epoch 97: 260/317 Loss: 18.018938
2023-05-21 21:14: Train Epoch 97: 280/317 Loss: 18.009666
2023-05-21 21:14: Train Epoch 97: 300/317 Loss: 18.357550
2023-05-21 21:14: **********Train Epoch 97: averaged Loss: 18.466702, tf_ratio: 1.000000
2023-05-21 21:14: **********Val Epoch 97: average Loss: 19.779846
2023-05-21 21:14: Train Epoch 98: 0/317 Loss: 17.225754
2023-05-21 21:14: Train Epoch 98: 20/317 Loss: 17.620502
2023-05-21 21:14: Train Epoch 98: 40/317 Loss: 20.588461
2023-05-21 21:15: Train Epoch 98: 60/317 Loss: 19.946115
2023-05-21 21:15: Train Epoch 98: 80/317 Loss: 18.416880
2023-05-21 21:15: Train Epoch 98: 100/317 Loss: 18.960129
2023-05-21 21:15: Train Epoch 98: 120/317 Loss: 19.857845
2023-05-21 21:15: Train Epoch 98: 140/317 Loss: 17.693699
2023-05-21 21:15: Train Epoch 98: 160/317 Loss: 19.312981
2023-05-21 21:15: Train Epoch 98: 180/317 Loss: 18.705097
2023-05-21 21:15: Train Epoch 98: 200/317 Loss: 17.739141
2023-05-21 21:15: Train Epoch 98: 220/317 Loss: 16.765652
2023-05-21 21:15: Train Epoch 98: 240/317 Loss: 17.348270
2023-05-21 21:16: Train Epoch 98: 260/317 Loss: 16.572878
2023-05-21 21:16: Train Epoch 98: 280/317 Loss: 19.491127
2023-05-21 21:16: Train Epoch 98: 300/317 Loss: 19.042486
2023-05-21 21:16: **********Train Epoch 98: averaged Loss: 18.420306, tf_ratio: 1.000000
2023-05-21 21:16: **********Val Epoch 98: average Loss: 19.744301
2023-05-21 21:16: Train Epoch 99: 0/317 Loss: 17.341516
2023-05-21 21:16: Train Epoch 99: 20/317 Loss: 19.554455
2023-05-21 21:16: Train Epoch 99: 40/317 Loss: 19.056358
2023-05-21 21:16: Train Epoch 99: 60/317 Loss: 17.108328
2023-05-21 21:16: Train Epoch 99: 80/317 Loss: 20.403400
2023-05-21 21:16: Train Epoch 99: 100/317 Loss: 16.722725
2023-05-21 21:17: Train Epoch 99: 120/317 Loss: 19.112667
2023-05-21 21:17: Train Epoch 99: 140/317 Loss: 18.926918
2023-05-21 21:17: Train Epoch 99: 160/317 Loss: 18.651144
2023-05-21 21:17: Train Epoch 99: 180/317 Loss: 18.008652
2023-05-21 21:17: Train Epoch 99: 200/317 Loss: 15.323146
2023-05-21 21:17: Train Epoch 99: 220/317 Loss: 20.313757
2023-05-21 21:17: Train Epoch 99: 240/317 Loss: 18.695894
2023-05-21 21:17: Train Epoch 99: 260/317 Loss: 20.159084
2023-05-21 21:17: Train Epoch 99: 280/317 Loss: 17.531826
2023-05-21 21:17: Train Epoch 99: 300/317 Loss: 17.177141
2023-05-21 21:17: **********Train Epoch 99: averaged Loss: 18.516141, tf_ratio: 1.000000
2023-05-21 21:18: **********Val Epoch 99: average Loss: 20.093224
2023-05-21 21:18: Train Epoch 100: 0/317 Loss: 19.198893
2023-05-21 21:18: Train Epoch 100: 20/317 Loss: 19.414953
2023-05-21 21:18: Train Epoch 100: 40/317 Loss: 18.473679
2023-05-21 21:18: Train Epoch 100: 60/317 Loss: 20.346117
2023-05-21 21:18: Train Epoch 100: 80/317 Loss: 19.508041
2023-05-21 21:18: Train Epoch 100: 100/317 Loss: 17.896803
2023-05-21 21:18: Train Epoch 100: 120/317 Loss: 18.106043
2023-05-21 21:18: Train Epoch 100: 140/317 Loss: 19.349091
2023-05-21 21:18: Train Epoch 100: 160/317 Loss: 18.666679
2023-05-21 21:19: Train Epoch 100: 180/317 Loss: 17.691368
2023-05-21 21:19: Train Epoch 100: 200/317 Loss: 19.252872
2023-05-21 21:19: Train Epoch 100: 220/317 Loss: 18.661493
2023-05-21 21:19: Train Epoch 100: 240/317 Loss: 17.690584
2023-05-21 21:19: Train Epoch 100: 260/317 Loss: 18.415171
2023-05-21 21:19: Train Epoch 100: 280/317 Loss: 19.407253
2023-05-21 21:19: Train Epoch 100: 300/317 Loss: 17.380411
2023-05-21 21:19: **********Train Epoch 100: averaged Loss: 18.455078, tf_ratio: 1.000000
2023-05-21 21:19: **********Val Epoch 100: average Loss: 19.678904
2023-05-21 21:19: Train Epoch 101: 0/317 Loss: 20.093666
2023-05-21 21:19: Train Epoch 101: 20/317 Loss: 18.401751
2023-05-21 21:20: Train Epoch 101: 40/317 Loss: 18.922947
2023-05-21 21:20: Train Epoch 101: 60/317 Loss: 16.385895
2023-05-21 21:20: Train Epoch 101: 80/317 Loss: 20.166252
2023-05-21 21:20: Train Epoch 101: 100/317 Loss: 18.519758
2023-05-21 21:20: Train Epoch 101: 120/317 Loss: 18.199800
2023-05-21 21:20: Train Epoch 101: 140/317 Loss: 16.162043
2023-05-21 21:20: Train Epoch 101: 160/317 Loss: 20.345676
2023-05-21 21:20: Train Epoch 101: 180/317 Loss: 17.521255
2023-05-21 21:20: Train Epoch 101: 200/317 Loss: 18.788471
2023-05-21 21:20: Train Epoch 101: 220/317 Loss: 18.196800
2023-05-21 21:20: Train Epoch 101: 240/317 Loss: 20.593611
2023-05-21 21:21: Train Epoch 101: 260/317 Loss: 18.290035
2023-05-21 21:21: Train Epoch 101: 280/317 Loss: 17.426119
2023-05-21 21:21: Train Epoch 101: 300/317 Loss: 18.103878
2023-05-21 21:21: **********Train Epoch 101: averaged Loss: 18.492884, tf_ratio: 1.000000
2023-05-21 21:21: **********Val Epoch 101: average Loss: 19.706449
2023-05-21 21:21: Train Epoch 102: 0/317 Loss: 18.228796
2023-05-21 21:21: Train Epoch 102: 20/317 Loss: 17.144300
2023-05-21 21:21: Train Epoch 102: 40/317 Loss: 19.315220
2023-05-21 21:21: Train Epoch 102: 60/317 Loss: 16.960697
2023-05-21 21:21: Train Epoch 102: 80/317 Loss: 18.951620
2023-05-21 21:21: Train Epoch 102: 100/317 Loss: 20.031771
2023-05-21 21:22: Train Epoch 102: 120/317 Loss: 16.236879
2023-05-21 21:22: Train Epoch 102: 140/317 Loss: 17.619982
2023-05-21 21:22: Train Epoch 102: 160/317 Loss: 17.737314
2023-05-21 21:22: Train Epoch 102: 180/317 Loss: 17.742825
2023-05-21 21:22: Train Epoch 102: 200/317 Loss: 16.276752
2023-05-21 21:22: Train Epoch 102: 220/317 Loss: 19.186544
2023-05-21 21:22: Train Epoch 102: 240/317 Loss: 19.183905
2023-05-21 21:22: Train Epoch 102: 260/317 Loss: 17.302729
2023-05-21 21:22: Train Epoch 102: 280/317 Loss: 20.178114
2023-05-21 21:22: Train Epoch 102: 300/317 Loss: 16.357622
2023-05-21 21:23: **********Train Epoch 102: averaged Loss: 18.387221, tf_ratio: 1.000000
2023-05-21 21:23: **********Val Epoch 102: average Loss: 19.913235
2023-05-21 21:23: Train Epoch 103: 0/317 Loss: 19.760796
2023-05-21 21:23: Train Epoch 103: 20/317 Loss: 16.310120
2023-05-21 21:23: Train Epoch 103: 40/317 Loss: 17.578999
2023-05-21 21:23: Train Epoch 103: 60/317 Loss: 20.287952
2023-05-21 21:23: Train Epoch 103: 80/317 Loss: 18.709148
2023-05-21 21:23: Train Epoch 103: 100/317 Loss: 18.761715
2023-05-21 21:23: Train Epoch 103: 120/317 Loss: 17.402683
2023-05-21 21:23: Train Epoch 103: 140/317 Loss: 19.007193
2023-05-21 21:23: Train Epoch 103: 160/317 Loss: 17.953331
2023-05-21 21:24: Train Epoch 103: 180/317 Loss: 19.026363
2023-05-21 21:24: Train Epoch 103: 200/317 Loss: 17.614588
2023-05-21 21:24: Train Epoch 103: 220/317 Loss: 20.083996
2023-05-21 21:24: Train Epoch 103: 240/317 Loss: 19.737347
2023-05-21 21:24: Train Epoch 103: 260/317 Loss: 18.388794
2023-05-21 21:24: Train Epoch 103: 280/317 Loss: 20.266882
2023-05-21 21:24: Train Epoch 103: 300/317 Loss: 17.119560
2023-05-21 21:24: **********Train Epoch 103: averaged Loss: 18.384661, tf_ratio: 1.000000
2023-05-21 21:24: **********Val Epoch 103: average Loss: 19.942271
2023-05-21 21:24: Train Epoch 104: 0/317 Loss: 19.137304
2023-05-21 21:24: Train Epoch 104: 20/317 Loss: 17.968586
2023-05-21 21:25: Train Epoch 104: 40/317 Loss: 17.336054
2023-05-21 21:25: Train Epoch 104: 60/317 Loss: 18.782442
2023-05-21 21:25: Train Epoch 104: 80/317 Loss: 19.256481
2023-05-21 21:25: Train Epoch 104: 100/317 Loss: 17.518856
2023-05-21 21:25: Train Epoch 104: 120/317 Loss: 17.584604
2023-05-21 21:25: Train Epoch 104: 140/317 Loss: 18.347504
2023-05-21 21:25: Train Epoch 104: 160/317 Loss: 16.357944
2023-05-21 21:25: Train Epoch 104: 180/317 Loss: 17.662123
2023-05-21 21:25: Train Epoch 104: 200/317 Loss: 18.938913
2023-05-21 21:25: Train Epoch 104: 220/317 Loss: 18.497566
2023-05-21 21:26: Train Epoch 104: 240/317 Loss: 18.704292
2023-05-21 21:26: Train Epoch 104: 260/317 Loss: 18.958000
2023-05-21 21:26: Train Epoch 104: 280/317 Loss: 21.088539
2023-05-21 21:26: Train Epoch 104: 300/317 Loss: 18.748550
2023-05-21 21:26: **********Train Epoch 104: averaged Loss: 18.350079, tf_ratio: 1.000000
2023-05-21 21:26: **********Val Epoch 104: average Loss: 19.597954
2023-05-21 21:26: Train Epoch 105: 0/317 Loss: 17.715725
2023-05-21 21:26: Train Epoch 105: 20/317 Loss: 17.619762
2023-05-21 21:26: Train Epoch 105: 40/317 Loss: 16.914553
2023-05-21 21:26: Train Epoch 105: 60/317 Loss: 19.721994
2023-05-21 21:26: Train Epoch 105: 80/317 Loss: 20.087032
2023-05-21 21:27: Train Epoch 105: 100/317 Loss: 19.484894
2023-05-21 21:27: Train Epoch 105: 120/317 Loss: 18.592850
2023-05-21 21:27: Train Epoch 105: 140/317 Loss: 17.522020
2023-05-21 21:27: Train Epoch 105: 160/317 Loss: 20.453461
2023-05-21 21:27: Train Epoch 105: 180/317 Loss: 18.433386
2023-05-21 21:27: Train Epoch 105: 200/317 Loss: 17.496010
2023-05-21 21:27: Train Epoch 105: 220/317 Loss: 19.133287
2023-05-21 21:27: Train Epoch 105: 240/317 Loss: 17.476589
2023-05-21 21:27: Train Epoch 105: 260/317 Loss: 16.109770
2023-05-21 21:27: Train Epoch 105: 280/317 Loss: 20.046396
2023-05-21 21:28: Train Epoch 105: 300/317 Loss: 18.312494
2023-05-21 21:28: **********Train Epoch 105: averaged Loss: 18.389104, tf_ratio: 1.000000
2023-05-21 21:28: **********Val Epoch 105: average Loss: 19.555898
2023-05-21 21:28: ******Current best model saved:model_para/PEMSD4/epoch_105.pth!
2023-05-21 21:28: Train Epoch 106: 0/317 Loss: 17.020130
2023-05-21 21:28: Train Epoch 106: 20/317 Loss: 17.437908
2023-05-21 21:28: Train Epoch 106: 40/317 Loss: 19.852224
2023-05-21 21:28: Train Epoch 106: 60/317 Loss: 18.535339
2023-05-21 21:28: Train Epoch 106: 80/317 Loss: 18.705452
2023-05-21 21:28: Train Epoch 106: 100/317 Loss: 20.256304
2023-05-21 21:28: Train Epoch 106: 120/317 Loss: 16.608555
2023-05-21 21:28: Train Epoch 106: 140/317 Loss: 18.169855
2023-05-21 21:29: Train Epoch 106: 160/317 Loss: 16.722378
2023-05-21 21:29: Train Epoch 106: 180/317 Loss: 19.631727
2023-05-21 21:29: Train Epoch 106: 200/317 Loss: 17.398693
2023-05-21 21:29: Train Epoch 106: 220/317 Loss: 18.442562
2023-05-21 21:29: Train Epoch 106: 240/317 Loss: 17.851940
2023-05-21 21:29: Train Epoch 106: 260/317 Loss: 19.468147
2023-05-21 21:29: Train Epoch 106: 280/317 Loss: 18.260685
2023-05-21 21:29: Train Epoch 106: 300/317 Loss: 18.025673
2023-05-21 21:29: **********Train Epoch 106: averaged Loss: 18.281196, tf_ratio: 1.000000
2023-05-21 21:29: **********Val Epoch 106: average Loss: 19.635178
2023-05-21 21:29: Train Epoch 107: 0/317 Loss: 16.832161
2023-05-21 21:30: Train Epoch 107: 20/317 Loss: 15.387994
2023-05-21 21:30: Train Epoch 107: 40/317 Loss: 18.086981
2023-05-21 21:30: Train Epoch 107: 60/317 Loss: 15.575875
2023-05-21 21:30: Train Epoch 107: 80/317 Loss: 19.723349
